atr,high_lb,top_n,rebal,vol_w,dir,vol_tgt,Sharpe,CAGR,MDD,Calmar,Trades
20,30,3,14,0.3000,long,0.2500,1.0012,0.2809,-0.4532,0.6198,6763
20,50,2,3,0.5000,long,0.2500,1.0010,0.2855,-0.4355,0.6556,4602
20,50,1,7,0.7000,long,0.2500,1.0007,0.2918,-0.5083,0.5741,2262
20,50,1,3,0.3000,long,0.0000,0.9982,0.6113,-0.8017,0.7625,539
10,80,2,14,0.7000,long,0.0000,0.9980,0.9362,-0.7641,1.2253,168
14,30,3,3,0.7000,long,0.2500,0.9973,0.2794,-0.3951,0.7072,6875
20,50,1,14,0.5000,long,0.0000,0.9969,0.6091,-0.7145,0.8525,119
20,80,3,14,0.3000,long,0.2500,0.9961,0.3191,-0.4958,0.6435,6544
14,30,1,7,0.5000,long,0.2500,0.9947,0.2855,-0.4269,0.6688,2328
14,30,1,14,0.3000,long,0.2500,0.9941,0.2917,-0.4602,0.6339,2296
14,50,3,7,0.7000,long,0.0000,0.9935,0.5521,-0.6874,0.8032,343
20,30,3,14,0.3000,long,0.0000,0.9934,0.5705,-0.7595,0.7511,353
14,30,1,3,0.3000,long,0.0000,0.9919,0.5947,-0.7932,0.7497,603
20,50,3,7,0.7000,long,0.2500,0.9914,0.2817,-0.4233,0.6656,6665
10,80,3,14,0.3000,long,0.2500,0.9904,0.3167,-0.5050,0.6271,6545
14,50,1,7,0.3000,long,0.2500,0.9899,0.2906,-0.5250,0.5536,2311
20,50,3,3,0.7000,long,0.0000,0.9884,0.5481,-0.7112,0.7707,461
14,30,3,14,0.5000,long,0.0000,0.9874,0.5563,-0.7122,0.7811,271
10,50,1,7,0.7000,long,0.2500,0.9867,0.2839,-0.4163,0.6819,2283
20,30,3,7,0.7000,long,0.2500,0.9857,0.2757,-0.3967,0.6951,6741
14,80,2,7,0.7000,long,0.0000,0.9853,0.5195,-0.7427,0.6995,246
14,50,3,7,0.7000,long,0.2500,0.9844,0.2789,-0.3962,0.7038,6695
20,30,3,14,0.7000,long,0.2500,0.9818,0.2733,-0.3984,0.6862,6680
10,50,2,3,0.3000,long,0.2500,0.9818,0.2790,-0.4729,0.5900,4720
10,80,2,3,0.3000,long,0.2500,0.9810,0.2768,-0.5007,0.5529,4585
10,30,3,14,0.5000,long,0.2500,0.9807,0.2740,-0.4141,0.6615,6719
14,30,2,7,0.7000,long,0.0000,0.9805,0.5402,-0.7708,0.7008,286
10,30,1,7,0.3000,long,0.0000,0.9789,0.6309,-0.8286,0.7614,351
14,80,1,3,0.7000,long,0.0000,0.9789,0.5065,-0.7708,0.6571,295
20,30,2,14,0.3000,long,0.2500,0.9788,0.2813,-0.4903,0.5738,4537
14,50,2,14,0.3000,long,0.0000,0.9778,0.5727,-0.7810,0.7334,248
20,30,2,14,0.3000,long,0.0000,0.9777,0.5776,-0.7716,0.7486,292
20,30,1,3,0.3000,long,0.2500,0.9679,0.2774,-0.4273,0.6491,2517
14,50,3,3,0.7000,long,0.0000,0.9677,0.5174,-0.6739,0.7677,487
14,30,2,3,0.7000,long,0.0000,0.9671,0.5057,-0.7334,0.6895,438
14,30,3,14,0.7000,long,0.2500,0.9658,0.2671,-0.3933,0.6791,6696
20,50,2,7,0.7000,long,0.2500,0.9640,0.2762,-0.4433,0.6231,4475
10,30,1,14,0.5000,long,0.2500,0.9624,0.2707,-0.4378,0.6182,2269
20,50,2,3,0.7000,long,0.2500,0.9615,0.2708,-0.4705,0.5756,4525
14,30,3,7,0.7000,long,0.2500,0.9581,0.2650,-0.4051,0.6542,6767
20,80,1,14,0.5000,long,0.0000,0.9581,0.5550,-0.7263,0.7641,113
20,50,1,7,0.3000,long,0.2500,0.9556,0.2818,-0.4742,0.5942,2311
14,30,3,3,0.7000,long,0.0000,0.9549,0.5069,-0.6892,0.7355,553
10,30,3,14,0.7000,long,0.2500,0.9535,0.2835,-0.4023,0.7048,6702
14,50,2,3,0.5000,long,0.2500,0.9523,0.2673,-0.4574,0.5843,4634
14,30,1,3,0.3000,long,0.2500,0.9514,0.2655,-0.4223,0.6288,2498
14,30,2,7,0.7000,long,0.2500,0.9511,0.2672,-0.5045,0.5296,4534
14,50,2,3,0.7000,long,0.0000,0.9472,0.4826,-0.7759,0.6221,388
10,30,2,3,0.7000,long,0.2500,0.9464,0.3076,-0.4666,0.6591,4657
20,30,1,7,0.3000,long,0.0000,0.9461,0.5748,-0.8132,0.7069,349
20,30,2,7,0.7000,long,0.0000,0.9455,0.5092,-0.6826,0.7460,262
10,80,3,3,0.7000,long,0.2500,0.9451,0.2933,-0.4333,0.6769,6720
14,80,2,3,0.7000,long,0.2500,0.9448,0.2603,-0.4957,0.5250,4479
14,50,1,7,0.5000,long,0.2500,0.9440,0.2716,-0.4729,0.5743,2290
20,30,1,3,0.3000,long,0.0000,0.9438,0.5454,-0.8032,0.6790,641
10,80,1,3,0.5000,long,0.0000,0.9434,0.4875,-0.8190,0.5952,363
20,30,2,7,0.7000,long,0.2500,0.9422,0.2644,-0.4176,0.6332,4522
10,50,3,3,0.7000,long,0.0000,0.9417,0.6436,-0.7397,0.8700,587
10,80,1,3,0.7000,long,0.0000,0.9405,0.4712,-0.7902,0.5963,337
10,30,3,3,0.7000,long,0.2500,0.9368,0.2800,-0.4181,0.6698,6918
20,80,3,14,0.3000,long,0.0000,0.9363,0.5049,-0.8013,0.6300,251
14,80,1,3,0.5000,long,0.2500,0.9347,0.2580,-0.4223,0.6109,2311
14,80,1,3,0.3000,long,0.2500,0.9345,0.2622,-0.4531,0.5786,2368
14,30,3,14,0.5000,long,0.2500,0.9341,0.2552,-0.3971,0.6427,6722
20,50,2,7,0.7000,long,0.0000,0.9332,0.4950,-0.7219,0.6856,252
14,80,1,3,0.7000,long,0.2500,0.9322,0.2594,-0.4248,0.6106,2295
10,50,2,3,0.5000,long,0.2500,0.9317,0.2586,-0.4956,0.5217,4634
14,80,2,3,0.5000,long,0.2500,0.9313,0.2557,-0.4826,0.5298,4533
14,50,2,7,0.7000,long,0.2500,0.9291,0.2615,-0.5309,0.4927,4486
10,50,2,7,0.7000,long,0.2500,0.9277,0.2970,-0.4981,0.5963,4485
20,30,1,3,0.7000,long,0.0000,0.9261,0.4803,-0.7139,0.6728,281
10,50,3,7,0.7000,long,0.2500,0.9234,0.2769,-0.4563,0.6068,6706
10,30,1,14,0.7000,long,0.0000,0.9211,0.4672,-0.7967,0.5864,129
10,80,2,3,0.5000,long,0.2500,0.9207,0.2489,-0.4892,0.5089,4536
20,50,1,7,0.5000,long,0.0000,0.9185,0.5152,-0.7857,0.6558,233
14,80,2,14,0.3000,long,0.2500,0.9170,0.2626,-0.5094,0.5154,4386
20,30,3,14,0.5000,long,0.2500,0.9167,0.2503,-0.4167,0.6008,6722
14,30,1,7,0.3000,long,0.2500,0.9104,0.2613,-0.4620,0.5655,2367
10,50,1,7,0.7000,long,0.0000,0.9090,0.4524,-0.7511,0.6023,217
10,30,3,3,0.7000,long,0.0000,0.9049,0.5913,-0.7183,0.8232,639
10,30,3,7,0.7000,long,0.2500,0.9018,0.2647,-0.4101,0.6453,6786
14,50,1,3,0.3000,long,0.0000,0.8991,0.4765,-0.8122,0.5868,527
10,80,2,3,0.7000,long,0.2500,0.8983,0.2866,-0.4766,0.6014,4509
14,50,2,7,0.7000,long,0.0000,0.8973,0.4501,-0.7926,0.5679,274
20,30,1,7,0.7000,long,0.2500,0.8971,0.2483,-0.4428,0.5607,2280
14,30,1,7,0.7000,long,0.0000,0.8945,0.4417,-0.7158,0.6170,203
10,30,1,3,0.3000,long,0.2500,0.8942,0.2428,-0.4430,0.5480,2523
10,80,1,3,0.7000,long,0.2500,0.8917,0.2440,-0.4223,0.5778,2316
14,50,3,3,0.7000,long,0.2500,0.8856,0.2394,-0.3856,0.6208,6779
20,50,1,3,0.5000,long,0.2500,0.8823,0.2485,-0.4711,0.5274,2379
14,80,2,14,0.3000,long,0.0000,0.8822,0.4560,-0.8348,0.5462,214
20,50,1,3,0.7000,long,0.2500,0.8778,0.2422,-0.4467,0.5423,2312
10,80,2,7,0.7000,long,0.0000,0.8768,0.7154,-0.8023,0.8916,258
20,50,1,3,0.3000,long,0.2500,0.8767,0.2462,-0.4844,0.5084,2446
10,50,1,7,0.3000,long,0.2500,0.8756,0.2534,-0.5292,0.4788,2307
10,50,2,3,0.7000,long,0.2500,0.8712,0.2747,-0.4727,0.5811,4588
10,30,1,14,0.3000,long,0.2500,0.8709,0.2509,-0.4780,0.5249,2297
14,30,1,7,0.7000,long,0.2500,0.8688,0.2387,-0.4300,0.5553,2297
10,80,2,3,0.7000,long,0.0000,0.8666,0.7010,-0.7601,0.9222,428
10,30,2,7,0.7000,long,0.2500,0.8652,0.2683,-0.5168,0.5191,4544
20,50,3,3,0.7000,long,0.2500,0.8626,0.2311,-0.4133,0.5593,6766
10,30,1,3,0.3000,long,0.0000,0.8610,0.4305,-0.8553,0.5033,653
10,50,2,7,0.7000,long,0.0000,0.8598,0.6762,-0.7553,0.8953,272
14,50,2,3,0.7000,long,0.2500,0.8556,0.2289,-0.5058,0.4526,4547
10,50,3,3,0.7000,long,0.2500,0.8552,0.2558,-0.4437,0.5766,6829
10,50,1,7,0.5000,long,0.0000,0.8551,0.4095,-0.8337,0.4912,231
10,80,1,3,0.3000,long,0.2500,0.8540,0.2294,-0.4603,0.4983,2377
20,50,1,7,0.5000,long,0.2500,0.8524,0.2393,-0.4951,0.4832,2291
14,50,1,3,0.7000,long,0.0000,0.8495,0.3950,-0.7634,0.5175,299
20,30,1,7,0.5000,long,0.0000,0.8492,0.4370,-0.7888,0.5541,253
10,50,1,3,0.5000,long,0.0000,0.8488,0.4006,-0.8129,0.4928,449
20,30,1,7,0.3000,long,0.2500,0.8440,0.2383,-0.4763,0.5003,2370
10,30,1,3,0.5000,long,0.0000,0.8390,0.3933,-0.7939,0.4954,485
10,50,2,3,0.7000,long,0.0000,0.8365,0.6407,-0.7526,0.8513,462
14,50,1,3,0.5000,long,0.0000,0.8347,0.3946,-0.7748,0.5092,423
10,30,1,3,0.5000,long,0.2500,0.8283,0.2208,-0.4133,0.5342,2439
10,80,1,3,0.5000,long,0.2500,0.8269,0.2195,-0.4705,0.4666,2329
20,30,1,3,0.7000,long,0.2500,0.8254,0.2223,-0.4260,0.5218,2337
20,30,1,7,0.5000,long,0.2500,0.8196,0.2207,-0.4367,0.5054,2322
10,30,1,7,0.3000,long,0.2500,0.8163,0.2275,-0.4643,0.4900,2371
10,30,2,3,0.7000,long,0.0000,0.8155,0.6055,-0.7560,0.8010,516
10,50,1,3,0.3000,long,0.0000,0.8150,0.3789,-0.8543,0.4435,551
10,30,2,7,0.7000,long,0.0000,0.8110,0.5987,-0.7755,0.7721,306
10,30,1,14,0.7000,long,0.2500,0.8062,0.2139,-0.5083,0.4207,2260
20,30,1,14,0.3000,long,0.2500,0.8040,0.2215,-0.4922,0.4499,2297
14,30,1,3,0.5000,long,0.2500,0.7993,0.2098,-0.3801,0.5519,2460
14,30,1,3,0.5000,long,0.0000,0.7845,0.3475,-0.7455,0.4661,527
14,50,1,3,0.7000,long,0.2500,0.7647,0.2003,-0.4458,0.4494,2326
10,30,1,7,0.7000,long,0.0000,0.7389,0.3016,-0.7358,0.4099,221
10,30,1,7,0.5000,long,0.0000,0.7386,0.3038,-0.8056,0.3771,253
14,50,1,3,0.3000,long,0.2500,0.7369,0.1904,-0.4755,0.4005,2440
10,50,1,7,0.5000,long,0.2500,0.7312,0.1898,-0.5503,0.3449,2290
10,50,1,3,0.7000,long,0.0000,0.7251,0.2869,-0.7663,0.3744,365
10,50,1,3,0.5000,long,0.2500,0.7209,0.1838,-0.4926,0.3731,2401
10,30,1,7,0.7000,long,0.2500,0.7148,0.1819,-0.4154,0.4378,2306
14,30,1,3,0.7000,long,0.0000,0.7109,0.2760,-0.7336,0.3762,309
10,50,1,3,0.3000,long,0.2500,0.6978,0.1749,-0.5041,0.3470,2452
10,50,1,3,0.7000,long,0.2500,0.6887,0.1731,-0.4215,0.4108,2359
10,30,1,7,0.5000,long,0.2500,0.6851,0.1703,-0.4611,0.3692,2322
14,50,1,3,0.5000,long,0.2500,0.6837,0.1714,-0.4648,0.3688,2388
10,30,1,3,0.7000,long,0.0000,0.6336,0.2136,-0.7686,0.2779,361
14,30,1,3,0.7000,long,0.2500,0.6253,0.1512,-0.4247,0.3559,2351
10,30,1,3,0.7000,long,0.2500,0.5914,0.1393,-0.4452,0.3129,2377
14,50,2,14,0.5000,long,0.2500,0.5170,0.0278,-0.8623,0.0322,4417
10,50,2,14,0.3000,long,0.2500,0.4825,0.0128,-0.8623,0.0148,4455
20,50,2,14,0.3000,long,0.2500,0.4422,-0.0052,-0.8623,-0.0061,4455
10,50,3,14,0.3000,long,0.2500,0.4379,0.0114,-0.8369,0.0137,6651
10,50,3,14,0.5000,long,0.2500,0.4301,0.0080,-0.8369,0.0096,6615
20,50,2,14,0.5000,long,0.2500,0.4121,-0.0184,-0.8623,-0.0213,4422
10,50,2,14,0.7000,long,0.2500,0.4098,-0.9429,-2.7798,-0.3392,4419
20,50,3,14,0.3000,long,0.2500,0.4000,-0.0049,-0.8369,-0.0058,6654
14,50,3,14,0.5000,long,0.2500,0.3961,-0.0065,-0.8369,-0.0078,6614
10,50,2,14,0.5000,long,0.2500,0.3753,-0.0341,-0.8623,-0.0396,4420
20,50,3,14,0.5000,long,0.2500,0.3750,-0.0155,-0.8369,-0.0185,6613
20,50,2,14,0.7000,long,0.2500,0.3550,-0.9429,-2.4236,-0.3890,4406
14,50,3,14,0.3000,long,0.2500,0.3502,-0.0259,-0.8369,-0.0309,6647
14,50,2,14,0.3000,long,0.2500,0.3482,-0.0456,-0.8623,-0.0529,4455
14,50,2,14,0.7000,long,0.2500,0.3163,-0.9429,-2.2903,-0.4117,4414
14,50,1,14,0.7000,long,0.2500,0.3063,-0.9429,-3.1573,-0.2986,2230
10,50,1,14,0.3000,long,0.2500,0.2984,-0.9429,-3.1927,-0.2953,2240
14,50,1,14,0.3000,long,0.2500,0.2800,-0.9429,-3.0661,-0.3075,2245
14,50,1,14,0.5000,long,0.2500,0.2775,-0.9429,-2.9952,-0.3148,2230
20,50,1,14,0.5000,long,0.2500,0.2752,-0.9429,-2.8964,-0.3255,2224
20,50,1,14,0.3000,long,0.2500,0.2558,-0.9429,-2.7621,-0.3414,2243
20,50,1,14,0.7000,long,0.2500,0.2515,-0.9429,-2.7689,-0.3405,2217
10,50,1,14,0.7000,long,0.2500,0.2458,-0.9429,-2.7346,-0.3448,2230
10,50,3,14,0.7000,long,0.2500,0.2343,-0.9429,-2.7563,-0.3421,6601
10,50,1,14,0.5000,long,0.2500,0.2320,-0.9429,-2.6966,-0.3496,2225
14,50,3,14,0.7000,long,0.2500,0.1922,-0.9429,-2.5176,-0.3745,6600
20,50,3,14,0.7000,long,0.2500,0.1922,-0.9429,-2.4330,-0.3875,6579
