atr,vol_lb,metric,top_n,rebal,dir,vol_tgt,Sharpe,CAGR,MDD,Calmar,Trades
14,10,realized,3,7,long,0.1500,0.8049,0.1476,-0.2865,0.5152,6947
14,10,natr,3,3,long,0.2500,0.7998,0.2078,-0.4123,0.5041,6835
14,20,natr,3,3,long,0.2500,0.7998,0.2078,-0.4123,0.5041,6835
14,40,natr,3,3,long,0.2500,0.7998,0.2078,-0.4123,0.5041,6835
14,40,realized,2,3,long,0.2500,0.7946,0.2102,-0.3973,0.5289,4467
10,40,realized,2,3,long,0.2500,0.7946,0.2102,-0.3973,0.5289,4467
20,40,realized,2,3,long,0.2500,0.7946,0.2102,-0.3973,0.5289,4467
14,10,realized,3,3,long,0.2500,0.7876,0.2241,-0.4673,0.4795,7101
10,10,realized,3,3,long,0.2500,0.7876,0.2241,-0.4673,0.4795,7101
20,10,realized,3,3,long,0.2500,0.7876,0.2241,-0.4673,0.4795,7101
10,10,natr,2,3,long,0.0000,0.7869,0.5582,-0.7668,0.7280,448
10,40,natr,2,3,long,0.0000,0.7869,0.5582,-0.7668,0.7280,448
10,20,natr,2,3,long,0.0000,0.7869,0.5582,-0.7668,0.7280,448
10,20,realized,1,14,long,0.0000,0.7799,0.3655,-0.7205,0.5072,149
14,20,realized,1,14,long,0.0000,0.7799,0.3655,-0.7205,0.5072,149
20,20,realized,1,14,long,0.0000,0.7799,0.3655,-0.7205,0.5072,149
20,10,realized,1,14,long,0.1500,0.7676,0.2090,-0.2559,0.8169,2309
14,10,realized,1,14,long,0.1500,0.7676,0.2090,-0.2559,0.8169,2309
10,10,realized,1,14,long,0.1500,0.7676,0.2090,-0.2559,0.8169,2309
14,40,realized,2,3,long,0.0000,0.7566,0.3161,-0.7397,0.4274,184
10,40,realized,2,3,long,0.0000,0.7566,0.3161,-0.7397,0.4274,184
20,40,realized,2,3,long,0.0000,0.7566,0.3161,-0.7397,0.4274,184
10,10,realized,1,14,long,0.2500,0.7510,0.3164,-0.3996,0.7917,2309
14,10,realized,1,14,long,0.2500,0.7510,0.3164,-0.3996,0.7917,2309
20,10,realized,1,14,long,0.2500,0.7510,0.3164,-0.3996,0.7917,2309
20,10,realized,1,14,long,0.0000,0.7509,0.8607,-0.6973,1.2344,199
14,10,realized,1,14,long,0.0000,0.7509,0.8607,-0.6973,1.2344,199
10,10,realized,1,14,long,0.0000,0.7509,0.8607,-0.6973,1.2344,199
20,10,realized,3,3,long,0.1500,0.7433,0.1344,-0.3070,0.4378,7101
10,10,realized,3,3,long,0.1500,0.7433,0.1344,-0.3070,0.4378,7101
14,10,realized,3,3,long,0.1500,0.7433,0.1344,-0.3070,0.4378,7101
14,40,natr,1,7,long,0.0000,0.7413,0.3019,-0.7403,0.4078,155
14,10,natr,1,7,long,0.0000,0.7413,0.3019,-0.7403,0.4078,155
14,20,natr,1,7,long,0.0000,0.7413,0.3019,-0.7403,0.4078,155
14,20,natr,3,3,long,0.1500,0.7376,0.1215,-0.2648,0.4589,6835
14,10,natr,3,3,long,0.1500,0.7376,0.1215,-0.2648,0.4589,6835
14,40,natr,3,3,long,0.1500,0.7376,0.1215,-0.2648,0.4589,6835
10,10,realized,2,7,long,0.2500,0.7261,0.2381,-0.4396,0.5416,4662
20,10,realized,2,7,long,0.2500,0.7261,0.2381,-0.4396,0.5416,4662
14,10,realized,2,7,long,0.2500,0.7261,0.2381,-0.4396,0.5416,4662
20,40,realized,1,7,long,0.2500,0.7186,0.1859,-0.4048,0.4593,2248
10,40,realized,1,7,long,0.2500,0.7186,0.1859,-0.4048,0.4593,2248
14,40,realized,1,7,long,0.2500,0.7186,0.1859,-0.4048,0.4593,2248
14,10,realized,2,7,long,0.1500,0.7183,0.1525,-0.2853,0.5346,4666
20,10,realized,2,7,long,0.1500,0.7183,0.1525,-0.2853,0.5346,4666
10,10,realized,2,7,long,0.1500,0.7183,0.1525,-0.2853,0.5346,4666
10,20,natr,1,14,long,0.1500,0.7168,0.1201,-0.2893,0.4152,2272
10,40,natr,1,14,long,0.1500,0.7168,0.1201,-0.2893,0.4152,2272
10,10,natr,1,14,long,0.1500,0.7168,0.1201,-0.2893,0.4152,2272
10,10,natr,1,14,long,0.0000,0.7099,0.2770,-0.7661,0.3616,125
10,20,natr,1,14,long,0.0000,0.7099,0.2770,-0.7661,0.3616,125
10,40,natr,1,14,long,0.0000,0.7099,0.2770,-0.7661,0.3616,125
10,20,realized,1,3,long,0.0000,0.7092,0.2885,-0.7154,0.4033,305
20,20,realized,1,3,long,0.0000,0.7092,0.2885,-0.7154,0.4033,305
14,20,realized,1,3,long,0.0000,0.7092,0.2885,-0.7154,0.4033,305
14,10,natr,1,3,long,0.0000,0.7015,0.2689,-0.7366,0.3651,215
14,20,natr,1,3,long,0.0000,0.7015,0.2689,-0.7366,0.3651,215
14,40,natr,1,3,long,0.0000,0.7015,0.2689,-0.7366,0.3651,215
10,10,realized,2,3,long,0.0000,0.7012,0.2719,-0.7602,0.3577,754
14,10,realized,2,3,long,0.0000,0.7012,0.2719,-0.7602,0.3577,754
20,10,realized,2,3,long,0.0000,0.7012,0.2719,-0.7602,0.3577,754
10,20,natr,1,14,long,0.2500,0.6936,0.1755,-0.4406,0.3983,2272
10,10,natr,1,14,long,0.2500,0.6936,0.1755,-0.4406,0.3983,2272
10,40,natr,1,14,long,0.2500,0.6936,0.1755,-0.4406,0.3983,2272
20,40,realized,1,7,long,0.1500,0.6911,0.1149,-0.2614,0.4396,2248
10,40,realized,1,7,long,0.1500,0.6911,0.1149,-0.2614,0.4396,2248
14,40,realized,1,7,long,0.1500,0.6911,0.1149,-0.2614,0.4396,2248
14,20,natr,1,7,long,0.2500,0.6895,0.1745,-0.4477,0.3899,2291
14,10,natr,1,7,long,0.2500,0.6895,0.1745,-0.4477,0.3899,2291
14,40,natr,1,7,long,0.2500,0.6895,0.1745,-0.4477,0.3899,2291
14,20,realized,1,7,long,0.1500,0.6890,0.1372,-0.3213,0.4268,2318
20,20,realized,1,7,long,0.1500,0.6890,0.1372,-0.3213,0.4268,2318
10,20,realized,1,7,long,0.1500,0.6890,0.1372,-0.3213,0.4268,2318
20,20,realized,1,7,long,0.0000,0.6882,0.2788,-0.7479,0.3727,217
10,20,realized,1,7,long,0.0000,0.6882,0.2788,-0.7479,0.3727,217
14,20,realized,1,7,long,0.0000,0.6882,0.2788,-0.7479,0.3727,217
20,40,realized,1,14,long,0.0000,0.6790,0.2542,-0.7182,0.3539,93
14,40,realized,1,14,long,0.0000,0.6790,0.2542,-0.7182,0.3539,93
10,40,realized,1,14,long,0.0000,0.6790,0.2542,-0.7182,0.3539,93
20,40,realized,1,3,long,0.0000,0.6741,0.2494,-0.7159,0.3484,177
14,40,realized,1,3,long,0.0000,0.6741,0.2494,-0.7159,0.3484,177
10,40,realized,1,3,long,0.0000,0.6741,0.2494,-0.7159,0.3484,177
14,20,realized,1,7,long,0.2500,0.6679,0.1988,-0.4867,0.4086,2318
20,20,realized,1,7,long,0.2500,0.6679,0.1988,-0.4867,0.4086,2318
10,20,realized,1,7,long,0.2500,0.6679,0.1988,-0.4867,0.4086,2318
14,40,natr,1,7,long,0.1500,0.6634,0.1089,-0.2930,0.3718,2293
14,10,natr,1,7,long,0.1500,0.6634,0.1089,-0.2930,0.3718,2293
14,20,natr,1,7,long,0.1500,0.6634,0.1089,-0.2930,0.3718,2293
10,40,realized,1,3,long,0.1500,0.6601,0.1106,-0.2524,0.4384,2276
14,40,realized,1,3,long,0.1500,0.6601,0.1106,-0.2524,0.4384,2276
20,40,realized,1,3,long,0.1500,0.6601,0.1106,-0.2524,0.4384,2276
10,10,realized,1,3,long,0.0000,0.6600,0.2422,-0.7141,0.3393,519
14,10,realized,1,3,long,0.0000,0.6600,0.2422,-0.7141,0.3393,519
20,10,realized,1,3,long,0.0000,0.6600,0.2422,-0.7141,0.3393,519
10,40,realized,1,7,long,0.0000,0.6597,0.2385,-0.7353,0.3243,119
20,40,realized,1,7,long,0.0000,0.6597,0.2385,-0.7353,0.3243,119
14,40,realized,1,7,long,0.0000,0.6597,0.2385,-0.7353,0.3243,119
10,10,natr,1,3,long,0.0000,0.6455,0.2267,-0.7528,0.3011,285
10,20,natr,1,3,long,0.0000,0.6455,0.2267,-0.7528,0.3011,285
10,40,natr,1,3,long,0.0000,0.6455,0.2267,-0.7528,0.3011,285
14,20,realized,1,3,long,0.1500,0.6396,0.1102,-0.2906,0.3793,2361
10,20,realized,1,3,long,0.1500,0.6396,0.1102,-0.2906,0.3793,2361
20,20,realized,1,3,long,0.1500,0.6396,0.1102,-0.2906,0.3793,2361
10,40,realized,1,3,long,0.2500,0.6322,0.1552,-0.3907,0.3972,2276
14,40,realized,1,3,long,0.2500,0.6322,0.1552,-0.3907,0.3972,2276
20,40,realized,1,3,long,0.2500,0.6322,0.1552,-0.3907,0.3972,2276
14,20,natr,1,3,long,0.2500,0.6198,0.1496,-0.4333,0.3452,2321
14,10,natr,1,3,long,0.2500,0.6198,0.1496,-0.4333,0.3452,2321
14,40,natr,1,3,long,0.2500,0.6198,0.1496,-0.4333,0.3452,2321
10,20,natr,1,3,long,0.1500,0.6187,0.0996,-0.2727,0.3651,2362
10,40,natr,1,3,long,0.1500,0.6187,0.0996,-0.2727,0.3651,2362
10,10,natr,1,3,long,0.1500,0.6187,0.0996,-0.2727,0.3651,2362
10,20,natr,1,3,long,0.2500,0.6142,0.1479,-0.4201,0.3522,2362
10,40,natr,1,3,long,0.2500,0.6142,0.1479,-0.4201,0.3522,2362
10,10,natr,1,3,long,0.2500,0.6142,0.1479,-0.4201,0.3522,2362
14,20,realized,1,3,long,0.2500,0.6100,0.1512,-0.4475,0.3377,2361
20,20,realized,1,3,long,0.2500,0.6100,0.1512,-0.4475,0.3377,2361
10,20,realized,1,3,long,0.2500,0.6100,0.1512,-0.4475,0.3377,2361
20,10,realized,1,7,long,0.0000,0.5921,0.4278,-0.7497,0.5706,351
10,10,realized,1,7,long,0.0000,0.5921,0.4278,-0.7497,0.5706,351
14,10,realized,1,7,long,0.0000,0.5921,0.4278,-0.7497,0.5706,351
14,10,realized,1,7,long,0.2500,0.5906,0.2236,-0.3766,0.5937,2389
20,10,realized,1,7,long,0.2500,0.5906,0.2236,-0.3766,0.5937,2389
10,10,realized,1,7,long,0.2500,0.5906,0.2236,-0.3766,0.5937,2389
10,10,realized,1,7,long,0.1500,0.5769,0.1466,-0.2372,0.6181,2391
20,10,realized,1,7,long,0.1500,0.5769,0.1466,-0.2372,0.6181,2391
14,10,realized,1,7,long,0.1500,0.5769,0.1466,-0.2372,0.6181,2391
14,40,natr,1,3,long,0.1500,0.5692,0.0902,-0.2820,0.3197,2321
14,20,natr,1,3,long,0.1500,0.5692,0.0902,-0.2820,0.3197,2321
14,10,natr,1,3,long,0.1500,0.5692,0.0902,-0.2820,0.3197,2321
10,10,realized,2,3,long,0.2500,0.5232,0.1162,-0.4285,0.2711,4812
20,10,realized,2,3,long,0.2500,0.5232,0.1162,-0.4285,0.2711,4812
14,10,realized,2,3,long,0.2500,0.5232,0.1162,-0.4285,0.2711,4812
10,40,realized,1,14,long,0.2500,0.5181,0.1166,-0.4094,0.2848,2228
14,40,realized,1,14,long,0.2500,0.5181,0.1166,-0.4094,0.2848,2228
20,40,realized,1,14,long,0.2500,0.5181,0.1166,-0.4094,0.2848,2228
10,10,natr,1,7,long,0.0000,0.5096,0.1268,-0.7827,0.1620,193
10,20,natr,1,7,long,0.0000,0.5096,0.1268,-0.7827,0.1620,193
10,40,natr,1,7,long,0.0000,0.5096,0.1268,-0.7827,0.1620,193
20,10,realized,2,3,long,0.1500,0.4847,0.0727,-0.2771,0.2624,4812
10,10,realized,2,3,long,0.1500,0.4847,0.0727,-0.2771,0.2624,4812
14,10,realized,2,3,long,0.1500,0.4847,0.0727,-0.2771,0.2624,4812
10,40,realized,1,14,long,0.1500,0.4818,0.0738,-0.2771,0.2663,2228
14,40,realized,1,14,long,0.1500,0.4818,0.0738,-0.2771,0.2663,2228
20,40,realized,1,14,long,0.1500,0.4818,0.0738,-0.2771,0.2663,2228
10,20,realized,3,14,both,0.0000,0.4564,0.1184,-0.5611,0.2111,529
20,20,realized,3,14,both,0.0000,0.4564,0.1184,-0.5611,0.2111,529
14,20,realized,3,14,both,0.0000,0.4564,0.1184,-0.5611,0.2111,529
10,40,natr,1,7,long,0.2500,0.4422,0.0907,-0.4533,0.2001,2310
10,20,natr,1,7,long,0.2500,0.4422,0.0907,-0.4533,0.2001,2310
10,10,natr,1,7,long,0.2500,0.4422,0.0907,-0.4533,0.2001,2310
10,10,realized,1,3,long,0.2500,0.4301,0.0880,-0.4030,0.2182,2477
14,10,realized,1,3,long,0.2500,0.4301,0.0880,-0.4030,0.2182,2477
20,10,realized,1,3,long,0.2500,0.4301,0.0880,-0.4030,0.2182,2477
20,20,realized,2,14,both,0.0000,0.4238,0.1181,-0.6617,0.1785,465
14,20,realized,2,14,both,0.0000,0.4238,0.1181,-0.6617,0.1785,465
10,20,realized,2,14,both,0.0000,0.4238,0.1181,-0.6617,0.1785,465
10,10,natr,1,7,long,0.1500,0.4182,0.0607,-0.2962,0.2049,2312
10,20,natr,1,7,long,0.1500,0.4182,0.0607,-0.2962,0.2049,2312
10,40,natr,1,7,long,0.1500,0.4182,0.0607,-0.2962,0.2049,2312
14,10,realized,1,3,long,0.1500,0.3999,0.0582,-0.2497,0.2331,2477
10,10,realized,1,3,long,0.1500,0.3999,0.0582,-0.2497,0.2331,2477
20,10,realized,1,3,long,0.1500,0.3999,0.0582,-0.2497,0.2331,2477
10,40,natr,3,14,both,0.1500,0.3541,0.0542,-0.4313,0.1258,13433
10,20,natr,3,14,both,0.1500,0.3541,0.0542,-0.4313,0.1258,13433
10,10,natr,3,14,both,0.1500,0.3541,0.0542,-0.4313,0.1258,13433
20,10,realized,1,14,both,0.0000,0.3411,0.0510,-0.8399,0.0607,440
10,10,realized,1,14,both,0.0000,0.3411,0.0510,-0.8399,0.0607,440
14,10,realized,1,14,both,0.0000,0.3411,0.0510,-0.8399,0.0607,440
10,10,natr,3,14,both,0.2500,0.3259,0.0596,-0.6230,0.0957,13427
10,40,natr,3,14,both,0.2500,0.3259,0.0596,-0.6230,0.0957,13427
10,20,natr,3,14,both,0.2500,0.3259,0.0596,-0.6230,0.0957,13427
10,20,realized,2,14,both,0.1500,0.2811,0.0483,-0.4672,0.1034,9046
14,20,realized,2,14,both,0.1500,0.2811,0.0483,-0.4672,0.1034,9046
20,20,realized,2,14,both,0.1500,0.2811,0.0483,-0.4672,0.1034,9046
14,20,realized,3,14,both,0.1500,0.2668,0.0358,-0.4118,0.0870,13400
20,20,realized,3,14,both,0.1500,0.2668,0.0358,-0.4118,0.0870,13400
10,20,realized,3,14,both,0.1500,0.2668,0.0358,-0.4118,0.0870,13400
10,20,realized,2,14,both,0.2500,0.2652,0.0422,-0.6608,0.0639,9038
20,20,realized,2,14,both,0.2500,0.2652,0.0422,-0.6608,0.0639,9038
14,20,realized,2,14,both,0.2500,0.2652,0.0422,-0.6608,0.0639,9038
10,20,natr,3,14,both,0.0000,0.2510,0.0318,-0.6674,0.0477,511
10,40,natr,3,14,both,0.0000,0.2510,0.0318,-0.6674,0.0477,511
10,10,natr,3,14,both,0.0000,0.2510,0.0318,-0.6674,0.0477,511
14,40,natr,3,14,both,0.0000,0.2509,0.0305,-0.6660,0.0458,454
14,20,natr,3,14,both,0.0000,0.2509,0.0305,-0.6660,0.0458,454
14,10,natr,3,14,both,0.0000,0.2509,0.0305,-0.6660,0.0458,454
20,20,realized,3,14,both,0.2500,0.2428,0.0295,-0.5999,0.0492,13397
14,20,realized,3,14,both,0.2500,0.2428,0.0295,-0.5999,0.0492,13397
10,20,realized,3,14,both,0.2500,0.2428,0.0295,-0.5999,0.0492,13397
20,20,natr,2,14,both,0.0000,0.2231,0.0160,-0.6762,0.0237,356
20,10,natr,2,14,both,0.0000,0.2231,0.0160,-0.6762,0.0237,356
20,40,natr,2,14,both,0.0000,0.2231,0.0160,-0.6762,0.0237,356
10,20,natr,2,14,both,0.0000,0.2210,0.0059,-0.7165,0.0083,452
10,40,natr,2,14,both,0.0000,0.2210,0.0059,-0.7165,0.0083,452
10,10,natr,2,14,both,0.0000,0.2210,0.0059,-0.7165,0.0083,452
14,10,natr,3,14,both,0.1500,0.2160,0.0226,-0.4385,0.0515,13381
14,40,natr,3,14,both,0.1500,0.2160,0.0226,-0.4385,0.0515,13381
14,20,natr,3,14,both,0.1500,0.2160,0.0226,-0.4385,0.0515,13381
20,10,natr,3,14,both,0.0000,0.2106,0.0170,-0.6351,0.0268,390
20,40,natr,3,14,both,0.0000,0.2106,0.0170,-0.6351,0.0268,390
20,20,natr,3,14,both,0.0000,0.2106,0.0170,-0.6351,0.0268,390
10,40,natr,2,7,both,0.2500,0.2078,0.0161,-0.5494,0.0294,9187
10,20,natr,2,7,both,0.2500,0.2078,0.0161,-0.5494,0.0294,9187
10,10,natr,2,7,both,0.2500,0.2078,0.0161,-0.5494,0.0294,9187
10,10,natr,2,7,both,0.0000,0.2076,-0.0016,-0.6837,-0.0024,732
10,40,natr,2,7,both,0.0000,0.2076,-0.0016,-0.6837,-0.0024,732
10,20,natr,2,7,both,0.0000,0.2076,-0.0016,-0.6837,-0.0024,732
10,20,natr,2,7,both,0.1500,0.2062,0.0250,-0.3787,0.0659,9199
10,40,natr,2,7,both,0.1500,0.2062,0.0250,-0.3787,0.0659,9199
10,10,natr,2,7,both,0.1500,0.2062,0.0250,-0.3787,0.0659,9199
10,10,natr,2,14,both,0.1500,0.1968,0.0223,-0.4415,0.0505,9053
10,20,natr,2,14,both,0.1500,0.1968,0.0223,-0.4415,0.0505,9053
10,40,natr,2,14,both,0.1500,0.1968,0.0223,-0.4415,0.0505,9053
10,20,natr,2,14,both,0.2500,0.1944,0.0093,-0.6334,0.0147,9033
10,40,natr,2,14,both,0.2500,0.1944,0.0093,-0.6334,0.0147,9033
10,10,natr,2,14,both,0.2500,0.1944,0.0093,-0.6334,0.0147,9033
14,20,natr,3,14,both,0.2500,0.1866,0.0125,-0.6316,0.0198,13378
14,10,natr,3,14,both,0.2500,0.1866,0.0125,-0.6316,0.0198,13378
14,40,natr,3,14,both,0.2500,0.1866,0.0125,-0.6316,0.0198,13378
20,10,realized,1,14,both,0.1500,0.1445,0.0026,-0.5900,0.0044,4636
10,10,realized,1,14,both,0.1500,0.1445,0.0026,-0.5900,0.0044,4636
14,10,realized,1,14,both,0.1500,0.1445,0.0026,-0.5900,0.0044,4636
14,10,realized,1,14,both,0.2500,0.1356,-0.0402,-0.7862,-0.0512,4634
20,10,realized,1,14,both,0.2500,0.1356,-0.0402,-0.7862,-0.0512,4634
10,10,realized,1,14,both,0.2500,0.1356,-0.0402,-0.7862,-0.0512,4634
10,20,natr,3,7,both,0.0000,0.0933,-0.0317,-0.6623,-0.0479,751
10,10,natr,3,7,both,0.0000,0.0933,-0.0317,-0.6623,-0.0479,751
10,40,natr,3,7,both,0.0000,0.0933,-0.0317,-0.6623,-0.0479,751
20,20,natr,3,14,both,0.1500,0.0902,0.0006,-0.4037,0.0015,13347
20,40,natr,3,14,both,0.1500,0.0902,0.0006,-0.4037,0.0015,13347
20,10,natr,3,14,both,0.1500,0.0902,0.0006,-0.4037,0.0015,13347
14,40,natr,2,14,both,0.1500,0.0876,-0.0001,-0.4662,-0.0003,9017
14,10,natr,2,14,both,0.1500,0.0876,-0.0001,-0.4662,-0.0003,9017
14,20,natr,2,14,both,0.1500,0.0876,-0.0001,-0.4662,-0.0003,9017
10,40,natr,3,7,both,0.2500,0.0749,-0.0244,-0.6564,-0.0371,13512
10,10,natr,3,7,both,0.2500,0.0749,-0.0244,-0.6564,-0.0371,13512
10,20,natr,3,7,both,0.2500,0.0749,-0.0244,-0.6564,-0.0371,13512
10,20,natr,3,7,both,0.1500,0.0690,-0.0047,-0.4654,-0.0102,13559
10,10,natr,3,7,both,0.1500,0.0690,-0.0047,-0.4654,-0.0102,13559
10,40,natr,3,7,both,0.1500,0.0690,-0.0047,-0.4654,-0.0102,13559
20,10,natr,2,14,both,0.1500,0.0678,-0.0027,-0.3939,-0.0068,8999
20,20,natr,2,14,both,0.1500,0.0678,-0.0027,-0.3939,-0.0068,8999
20,40,natr,2,14,both,0.1500,0.0678,-0.0027,-0.3939,-0.0068,8999
14,10,natr,2,14,both,0.2500,0.0674,-0.0230,-0.6627,-0.0347,9014
14,40,natr,2,14,both,0.2500,0.0674,-0.0230,-0.6627,-0.0347,9014
14,20,natr,2,14,both,0.2500,0.0674,-0.0230,-0.6627,-0.0347,9014
14,20,natr,2,14,both,0.0000,0.0603,-0.0462,-0.7278,-0.0634,400
14,10,natr,2,14,both,0.0000,0.0603,-0.0462,-0.7278,-0.0634,400
14,40,natr,2,14,both,0.0000,0.0603,-0.0462,-0.7278,-0.0634,400
10,20,natr,2,3,both,0.0000,0.0551,-0.0795,-0.7729,-0.1028,1072
10,40,natr,2,3,both,0.0000,0.0551,-0.0795,-0.7729,-0.1028,1072
10,10,natr,2,3,both,0.0000,0.0551,-0.0795,-0.7729,-0.1028,1072
20,40,natr,3,14,both,0.2500,0.0540,-0.0251,-0.5967,-0.0420,13332
20,20,natr,3,14,both,0.2500,0.0540,-0.0251,-0.5967,-0.0420,13332
20,10,natr,3,14,both,0.2500,0.0540,-0.0251,-0.5967,-0.0420,13332
10,20,realized,2,7,both,0.1500,0.0513,-0.0200,-0.5425,-0.0368,9125
20,20,realized,2,7,both,0.1500,0.0513,-0.0200,-0.5425,-0.0368,9125
14,20,realized,2,7,both,0.1500,0.0513,-0.0200,-0.5425,-0.0368,9125
20,40,natr,2,14,both,0.2500,0.0466,-0.0254,-0.5983,-0.0425,8996
20,10,natr,2,14,both,0.2500,0.0466,-0.0254,-0.5983,-0.0425,8996
20,20,natr,2,14,both,0.2500,0.0466,-0.0254,-0.5983,-0.0425,8996
20,10,natr,2,7,both,0.0000,0.0393,-0.0463,-0.7192,-0.0643,476
20,40,natr,2,7,both,0.0000,0.0393,-0.0463,-0.7192,-0.0643,476
20,20,natr,2,7,both,0.0000,0.0393,-0.0463,-0.7192,-0.0643,476
14,20,realized,2,7,both,0.2500,0.0359,-0.0692,-0.7380,-0.0937,9125
20,20,realized,2,7,both,0.2500,0.0359,-0.0692,-0.7380,-0.0937,9125
10,20,realized,2,7,both,0.2500,0.0359,-0.0692,-0.7380,-0.0937,9125
10,20,realized,1,14,both,0.0000,0.0171,-0.1028,-0.7602,-0.1352,323
14,20,realized,1,14,both,0.0000,0.0171,-0.1028,-0.7602,-0.1352,323
20,20,realized,1,14,both,0.0000,0.0171,-0.1028,-0.7602,-0.1352,323
14,20,realized,2,7,both,0.0000,0.0142,-0.1068,-0.7955,-0.1342,622
20,20,realized,2,7,both,0.0000,0.0142,-0.1068,-0.7955,-0.1342,622
10,20,realized,2,7,both,0.0000,0.0142,-0.1068,-0.7955,-0.1342,622
20,20,natr,2,3,both,0.0000,0.0122,-0.0585,-0.6475,-0.0904,661
20,10,natr,2,3,both,0.0000,0.0122,-0.0585,-0.6475,-0.0904,661
20,40,natr,2,3,both,0.0000,0.0122,-0.0585,-0.6475,-0.0904,661
20,40,natr,3,3,both,0.1500,-0.0156,-0.0168,-0.4174,-0.0402,13556
20,10,natr,3,3,both,0.1500,-0.0156,-0.0168,-0.4174,-0.0402,13556
20,20,natr,3,3,both,0.1500,-0.0156,-0.0168,-0.4174,-0.0402,13556
14,10,realized,3,14,both,0.1500,-0.0159,-0.0204,-0.5327,-0.0382,13445
20,10,realized,3,14,both,0.1500,-0.0159,-0.0204,-0.5327,-0.0382,13445
10,10,realized,3,14,both,0.1500,-0.0159,-0.0204,-0.5327,-0.0382,13445
20,40,natr,2,3,both,0.1500,-0.0383,-0.0204,-0.3769,-0.0542,9153
20,10,natr,2,3,both,0.1500,-0.0383,-0.0204,-0.3769,-0.0542,9153
20,20,natr,2,3,both,0.1500,-0.0383,-0.0204,-0.3769,-0.0542,9153
20,10,realized,3,14,both,0.2500,-0.0402,-0.0580,-0.7359,-0.0788,13366
14,10,realized,3,14,both,0.2500,-0.0402,-0.0580,-0.7359,-0.0788,13366
10,10,realized,3,14,both,0.2500,-0.0402,-0.0580,-0.7359,-0.0788,13366
20,10,realized,1,7,both,0.0000,-0.0411,-0.2565,-0.9497,-0.2701,749
10,10,realized,1,7,both,0.0000,-0.0411,-0.2565,-0.9497,-0.2701,749
14,10,realized,1,7,both,0.0000,-0.0411,-0.2565,-0.9497,-0.2701,749
14,10,natr,3,7,both,0.0000,-0.0482,-0.0593,-0.7522,-0.0789,640
14,40,natr,3,7,both,0.0000,-0.0482,-0.0593,-0.7522,-0.0789,640
14,20,natr,3,7,both,0.0000,-0.0482,-0.0593,-0.7522,-0.0789,640
20,10,natr,2,3,both,0.2500,-0.0588,-0.0540,-0.5578,-0.0969,9147
20,20,natr,2,3,both,0.2500,-0.0588,-0.0540,-0.5578,-0.0969,9147
20,40,natr,2,3,both,0.2500,-0.0588,-0.0540,-0.5578,-0.0969,9147
20,40,natr,3,3,both,0.2500,-0.0609,-0.0532,-0.6057,-0.0878,13556
20,20,natr,3,3,both,0.2500,-0.0609,-0.0532,-0.6057,-0.0878,13556
20,10,natr,3,3,both,0.2500,-0.0609,-0.0532,-0.6057,-0.0878,13556
20,40,natr,2,7,both,0.1500,-0.0622,-0.0243,-0.4583,-0.0530,9060
20,20,natr,2,7,both,0.1500,-0.0622,-0.0243,-0.4583,-0.0530,9060
20,10,natr,2,7,both,0.1500,-0.0622,-0.0243,-0.4583,-0.0530,9060
20,20,natr,1,14,both,0.0000,-0.0628,-0.1322,-0.8645,-0.1529,264
20,40,natr,1,14,both,0.0000,-0.0628,-0.1322,-0.8645,-0.1529,264
20,10,natr,1,14,both,0.0000,-0.0628,-0.1322,-0.8645,-0.1529,264
20,20,natr,3,3,both,0.0000,-0.0705,-0.0661,-0.7243,-0.0913,795
20,40,natr,3,3,both,0.0000,-0.0705,-0.0661,-0.7243,-0.0913,795
20,10,natr,3,3,both,0.0000,-0.0705,-0.0661,-0.7243,-0.0913,795
20,40,natr,3,7,both,0.1500,-0.0756,-0.0277,-0.4726,-0.0585,13435
20,20,natr,3,7,both,0.1500,-0.0756,-0.0277,-0.4726,-0.0585,13435
20,10,natr,3,7,both,0.1500,-0.0756,-0.0277,-0.4726,-0.0585,13435
14,20,natr,2,7,both,0.1500,-0.0764,-0.0270,-0.4178,-0.0646,9138
14,40,natr,2,7,both,0.1500,-0.0764,-0.0270,-0.4178,-0.0646,9138
14,10,natr,2,7,both,0.1500,-0.0764,-0.0270,-0.4178,-0.0646,9138
20,10,natr,2,7,both,0.2500,-0.0840,-0.0605,-0.6676,-0.0906,9057
20,40,natr,2,7,both,0.2500,-0.0840,-0.0605,-0.6676,-0.0906,9057
20,20,natr,2,7,both,0.2500,-0.0840,-0.0605,-0.6676,-0.0906,9057
14,10,natr,2,7,both,0.2500,-0.0917,-0.0634,-0.6052,-0.1047,9135
14,40,natr,2,7,both,0.2500,-0.0917,-0.0634,-0.6052,-0.1047,9135
14,20,natr,2,7,both,0.2500,-0.0917,-0.0634,-0.6052,-0.1047,9135
20,10,natr,3,7,both,0.2500,-0.1081,-0.0692,-0.6861,-0.1009,13432
20,40,natr,3,7,both,0.2500,-0.1081,-0.0692,-0.6861,-0.1009,13432
20,20,natr,3,7,both,0.2500,-0.1081,-0.0692,-0.6861,-0.1009,13432
14,10,realized,2,14,both,0.0000,-0.1150,-0.1621,-0.9144,-0.1773,624
10,10,realized,2,14,both,0.0000,-0.1150,-0.1621,-0.9144,-0.1773,624
20,10,realized,2,14,both,0.0000,-0.1150,-0.1621,-0.9144,-0.1773,624
